3158,9:47 PM,249,F,ON,8657.48,1.72,1165.65,4.73,48.71,33.3,-35.86,8.96,3.15,3.04,26.6,171.08,-42.12,85.69,2024-05-23T15:55:07Z,41972.8,23.03616,113.197169,17,Uniform Charlie India Quebec Sierra Lima Papa Delta Golf Romeo November Victor Zulu Oscar Tango Echo X-ray Foxtrot Bravo
3158,6:47 PM,250,F,OFF,10599.26,-34.81,895.38,0.06,119.35,-130.12,-126.72,9.09,-7.68,7.63,-91.83,170.17,149.87,21.43,2025-01-09T03:33:33Z,44541.58,32.7010866,-17.1340519,14,Uniform Lima Foxtrot Delta Quebec November Yankee Tango Golf Romeo Zulu Sierra Oscar Echo Juliett Victor Papa Charlie Alfa India
3158,2:02 PM,251,F,IDLE,11516.46,30.69,831.88,2.19,-15.95,126.14,90.57,-6.12,-0.71,-2.85,-49.81,-38.12,-16.75,46.36,2024-09-16T01:08:08Z,2380.38,22.3179093,-79.6558242,16,Yankee Lima Uniform Victor Foxtrot Quebec Golf Juliett November Bravo Romeo Delta Tango Zulu India Whiskey Charlie
3158,8:44 PM,252,F,STANDBY,39748.01,44.79,957.53,2.96,-178.16,-47.9,6.91,8.99,8.21,-3.6,105.58,-34.11,-153.48,57.31,2024-09-23T22:38:48Z,26968.29,31.2393596,-8.3143192,16,Romeo Alfa Kilo Yankee Uniform India Quebec Delta Echo X-ray Zulu Golf Tango Foxtrot Hotel Lima Papa Mike November
3158,6:39 PM,253,F,ON,24485.57,48.09,1083.03,1.82,-9.55,-48.68,-0.52,-3.21,-5.31,-3.44,128.48,-147.66,71.6,17.38,2024-05-21T07:32:34Z,23830.97,6.0102236,-72.4494848,11,Oscar Uniform Charlie Mike Sierra Golf Foxtrot Alfa Delta Tango
3158,2:33 AM,254,F,IDLE,44690.83,-6.26,1176.87,2.87,-137.32,109.96,-108.73,8.41,-0.01,0.89,171.2,8.55,77.81,84.17,2024-02-17T01:57:15Z,45076.85,42.8408389,20.1670628,6,Whiskey Kilo Alfa Bravo Juliett Sierra Yankee Charlie Mike Victor Uniform Delta
3158,11:23 PM,255,F,ON,9268.56,31.06,855.05,4.51,112.4,40.95,19.66,-8.47,3.03,-0.48,-83.2,-31.94,-11.11,86.67,2024-12-26T08:14:36Z,34427.99,50.0113078,21.846991,7,Romeo Sierra Alfa Uniform Golf Delta Juliett Hotel Oscar November India Echo Foxtrot Yankee Victor Kilo Zulu
3158,3:49 PM,256,F,IDLE,29375.39,-24.96,845.72,1.18,131.85,122.88,-81.68,-4.87,9.09,-8.37,-20.21,-165.07,102.36,54.81,2024-04-28T18:51:11Z,5767.63,49.8905368,2.3081396,5,Whiskey Kilo Hotel Juliett Alfa Tango Delta Mike Papa X-ray India Romeo Yankee November Victor Sierra Lima Oscar
3158,2:21 AM,257,F,ON,29248.54,32.77,960.46,4.32,-23.45,-172.03,-47.42,-5.74,4.13,-1.95,175.57,25.66,86.42,36.35,2024-12-11T00:01:50Z,44469.31,-7.9822189,111.4782661,1,Kilo X-ray Zulu Quebec Juliett Tango Whiskey Sierra Yankee Papa Echo Alfa Delta November India Hotel
3158,11:31 PM,258,F,IDLE,49984.65,49.63,1177.18,4.33,-53.7,26.43,159.13,-6.27,-8.42,-4.27,-8.04,-54.67,63.85,75.9,2024-01-21T09:00:29Z,49145.93,-19.066667,31.75,8,Bravo November Papa Charlie Uniform Alfa Golf Juliett Yankee Tango Oscar
3158,4:37 AM,259,F,STANDBY,1767.67,26.92,987.74,1.89,0.7,-130.72,169.63,3.42,5.74,-1.41,112.56,79.33,-159.8,67.82,2024-06-06T00:23:30Z,48167.95,19.539165,-69.9013281,13,Echo Papa Juliett Bravo Oscar Delta Sierra Tango Romeo Victor
3158,10:02 PM,260,F,STANDBY,41420.04,-26.26,1046.57,0.49,-173.63,-138.85,-101.45,-5.49,-1.72,-4.98,129.96,-170.75,102.47,95.29,2024-05-04T11:59:27Z,13827.92,33.052837,112.55743,9,Mike Papa Juliett Alfa November Victor India Quebec Uniform Charlie Yankee Tango
3158,11:02 PM,261,F,OFF,35882.84,-9.34,843.73,4.19,-79.99,-130.58,8.6,7.77,-9.47,3.68,128.42,145.31,50.78,11.48,2024-01-16T13:58:58Z,42039.71,-14.4715177,-48.558749,18,Yankee Kilo Tango India X-ray Bravo Uniform Victor Papa Hotel Oscar Foxtrot
3158,5:26 AM,262,F,ON,40956.62,-42.18,1003.14,3.65,-116.25,51.61,-1.58,6.28,-4.93,1.8,-72.04,62.28,-84.72,99.35,2024-11-04T12:06:56Z,49905.51,49.424893,13.8817644,20,Foxtrot Victor Charlie Romeo Lima Kilo Delta Oscar Echo India Quebec Papa Mike
3158,3:21 AM,263,F,IDLE,26714.11,-9.48,999.02,3.65,-125.33,81.06,-20.97,-5.89,5.04,4.41,80.13,-14.76,165.08,63.35,2024-09-17T12:14:36Z,25855.14,56.3690033,38.5829669,11,Alfa Juliett Uniform X-ray Echo Sierra Bravo Oscar Victor Zulu India
3158,3:22 AM,264,F,ON,24442.42,20.04,1110.64,3.54,48.73,32.9,74.84,8.94,0.59,-3.52,-172.39,-131.86,144.6,55.13,2024-04-08T02:11:25Z,42366.18,13.1089876,-59.4706823,12,Golf Delta Juliett Zulu Charlie Victor Kilo Romeo Sierra Alfa November Bravo Whiskey Oscar Hotel Echo Tango Quebec Yankee
3158,4:57 AM,265,F,ON,11866.47,10.83,1001.2,0.9,-103.77,122.62,-62.38,8.77,3.14,5.76,-125.87,-166.05,-133.09,99.05,2024-01-20T16:45:08Z,9936.7,35.490701,112.851831,2,X-ray Kilo Uniform November Juliett Sierra Charlie Victor Whiskey Golf Echo
3158,10:52 AM,266,F,ON,16011.51,-4.37,939.88,2.95,-94.65,27.6,-118.84,-1.77,-7.21,-1.04,109.04,173.96,-113.54,71.39,2024-08-16T13:56:11Z,3538.25,45.7705013,15.9679074,17,Foxtrot Delta Victor Charlie X-ray Kilo Quebec Juliett Hotel Sierra Mike November Uniform Yankee Alfa Zulu
3158,1:41 PM,267,F,STANDBY,23741.85,29.24,1198.4,3.88,-175.83,100.22,156.46,1.65,8.78,-7.71,71.96,-80.74,78.59,49.72,2024-11-24T09:49:02Z,1779.16,69.63186,18.9221,2,Juliett Quebec Romeo Bravo Whiskey Oscar Delta Sierra Yankee India November Charlie
3158,9:23 AM,268,F,STANDBY,37608.72,37.73,941.74,2.23,-21.29,-11.59,-45.77,-8.81,-2.64,-2.8,-81.8,-2.78,-178.32,32.88,2024-04-22T07:16:53Z,48641.43,15.911973,102.4609873,15,Sierra Alfa Victor November Oscar Lima Hotel Foxtrot X-ray Echo Bravo Papa Quebec
3158,10:42 AM,269,F,ON,45532.76,19.35,1114.89,2.74,-105.04,-40.49,29.94,-5.84,4.63,-3.07,-165.06,-112.14,-127.03,37.92,2024-01-16T18:07:28Z,40281.89,42.2375,113.83639,15,Delta Hotel Whiskey India Echo November Lima Romeo Uniform Quebec
3158,5:06 PM,270,F,ON,39125.32,22.4,1173.17,0.1,25.4,-162.11,47.2,4.76,9.84,7.05,-40.46,-3.59,146.61,9.11,2024-01-27T10:22:41Z,2589.75,-8.1392189,112.4455374,14,Whiskey Charlie Golf Zulu Victor Echo India Romeo Bravo Yankee Alfa Oscar Hotel Uniform November X-ray Quebec Sierra
3158,12:54 AM,271,F,IDLE,47323.16,-29.38,1008.02,0.17,-98.44,154.57,75.95,0.33,-2.53,9.02,88.05,-123.53,178.1,20.01,2024-12-22T07:11:26Z,34148.16,-7.0970638,107.5771444,19,X-ray Romeo Bravo Tango Sierra Lima Zulu Uniform Echo Yankee Oscar India Whiskey Papa Kilo Foxtrot Hotel Golf November
3158,8:34 PM,272,F,STANDBY,10018.3,-20.49,872.16,1.16,99.85,95.73,37.36,-7.24,6.37,-5.99,52.67,-9.98,-123.46,54.6,2024-04-17T20:53:20Z,20818.57,-8.3568079,114.5806885,11,X-ray Sierra Juliett Hotel Victor India November Charlie Mike Lima
3158,2:50 PM,273,F,OFF,23111.54,-29.78,1004.3,1.44,-42.96,35.41,-64.0,4.71,6.5,4.77,-170.03,-15.14,-132.84,56.22,2024-12-20T07:03:01Z,15492.18,23.115358,102.74674,16,Romeo Juliett Uniform Papa Charlie Quebec Whiskey Bravo November Kilo Echo Golf India Yankee Oscar Victor
3158,12:02 AM,274,F,IDLE,14990.98,14.0,1165.74,3.98,-155.54,-168.41,98.9,5.92,8.46,-6.96,94.87,167.79,46.98,52.41,2024-07-09T10:05:31Z,19142.74,-25.6221943,-54.5655489,19,India Juliett Whiskey Echo Hotel Victor Yankee Tango Bravo Uniform Lima November Romeo
3158,8:28 AM,275,F,ON,39034.11,48.82,918.6,1.63,-149.77,-75.63,-12.06,6.94,1.31,4.73,1.25,-24.16,166.49,72.23,2025-01-11T06:01:17Z,44802.22,-31.4397154,-64.1251893,17,Romeo Zulu Whiskey Lima Kilo Quebec Oscar Echo November Juliett Victor India Golf Hotel Papa
3158,9:44 PM,276,F,ON,38540.36,6.48,840.29,4.58,-40.53,-148.27,-56.36,1.69,7.88,8.39,115.16,17.11,52.76,16.45,2024-03-27T17:48:17Z,47916.24,30.4864144,-97.6722668,12,Whiskey November Quebec X-ray India Kilo Oscar Uniform Golf Bravo Mike Zulu Foxtrot Papa Romeo
3158,8:30 AM,277,F,ON,45545.06,-37.31,898.68,1.66,-69.12,157.96,152.57,5.09,2.91,-0.22,-63.2,71.42,-157.91,48.9,2024-03-22T11:14:53Z,20851.77,49.9386129,6.0839611,20,Sierra Papa Lima Alfa Quebec Echo Whiskey Foxtrot Charlie Mike Delta Golf India
3158,11:25 PM,278,F,STANDBY,38426.46,42.11,938.97,2.77,113.52,110.5,-4.02,-1.65,-9.15,-5.58,-104.65,27.08,31.59,71.99,2024-11-15T08:22:37Z,38531.35,27.218444,116.525725,0,Delta Uniform Victor Yankee Papa Quebec Tango Alfa Golf Oscar Mike November Zulu Charlie Whiskey Foxtrot
3158,5:33 PM,279,F,OFF,32869.55,44.27,884.97,1.57,64.69,-78.45,-106.89,4.94,-3.2,9.77,-84.23,81.51,-123.91,75.94,2024-05-17T21:40:26Z,8051.86,13.2881184,-87.0336925,16,Echo Mike Lima Charlie Papa X-ray November Victor Quebec Foxtrot Uniform
3158,3:23 PM,280,F,OFF,42159.19,-11.03,905.19,1.57,-117.55,110.9,-152.98,-2.01,5.21,9.74,-120.45,177.3,68.01,93.97,2024-01-16T13:47:45Z,13744.34,40.628952,122.511257,2,Yankee Quebec Bravo X-ray Hotel November Echo Alfa Mike Charlie Papa Tango Juliett Victor Romeo Kilo Foxtrot Sierra Uniform Delta
3158,10:53 AM,281,F,IDLE,39676.6,2.83,859.97,2.78,22.58,88.5,-97.51,-1.26,1.35,-1.78,89.45,-120.51,-147.82,42.86,2024-05-03T13:49:58Z,40508.52,8.3976116,14.1727518,19,Hotel Quebec Zulu Foxtrot Delta Golf Victor Charlie Sierra Yankee Oscar November Uniform Lima Alfa Kilo
3158,12:57 AM,282,F,OFF,41127.09,4.4,804.71,1.31,48.96,-144.11,-82.97,-3.97,-4.38,-1.76,114.34,79.6,152.21,30.62,2024-07-16T15:08:21Z,35294.52,39.9799992,-105.248737,5,India Foxtrot Whiskey Lima Zulu Echo Charlie Bravo Oscar Victor Mike
3158,8:34 PM,283,F,IDLE,9907.09,-28.64,1068.13,1.83,-175.31,172.1,-50.73,9.94,6.56,7.77,107.68,136.94,-126.08,58.24,2024-12-10T12:14:30Z,35044.85,-15.4384565,-74.6180833,7,Romeo Golf Papa Alfa Uniform Zulu Bravo November Foxtrot Delta Kilo Quebec Mike Lima Yankee Victor
