TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO
3158,1:09 AM,1,Manual,Active,44076.1,-38.34,1176.52,4.35,-40.71,-41.03,-168.11,2.7,-6.45,7.94,-15.32,19.58,149.3,68.01,2024-08-26T06:53:32Z,21473.72,36.684789,118.479654,7,Lima Yankee Victor X-ray India Mike Bravo Juliett Hotel November
3158,11:50 AM,2,Auto,Active,17044.0,-16.28,989.36,0.85,76.84,-104.8,5.01,3.54,6.6,-7.15,91.46,-39.27,-119.07,44.86,2024-04-26T02:53:22Z,16663.04,50.6558337,15.4518432,0,Sierra Kilo Papa Yankee X-ray India Alfa Quebec Charlie Whiskey Uniform Hotel Mike Tango Lima
3158,11:58 AM,3,Manual,Inactive,293.47,26.6,874.04,2.2,-144.97,13.18,178.49,6.71,-5.55,-6.14,84.01,-78.38,7.04,96.71,2024-02-26T14:34:35Z,30288.34,19.5463056,105.0791228,15,Bravo Lima Whiskey Uniform Romeo Papa India Echo Victor Kilo Golf Juliett Charlie Foxtrot Hotel Alfa
3158,9:47 PM,4,Auto,Inactive,35983.5,-26.53,1027.75,4.11,-36.11,-159.2,-24.01,9.44,-5.11,2.36,-84.68,-14.92,-165.96,36.0,2024-08-30T17:21:10Z,34471.94,14.419531,103.1008409,2,Uniform Echo Foxtrot Tango Golf Victor Whiskey Charlie Papa Alfa Sierra Lima Mike Hotel X-ray
3158,2:10 PM,5,Auto,Inactive,25411.07,45.86,859.69,1.05,109.76,-152.05,21.75,8.78,-1.84,6.72,151.99,-101.59,-47.26,18.18,2024-03-22T04:34:43Z,23963.19,-6.939897,106.9506175,19,Charlie Golf India Quebec Tango Mike Delta Whiskey Victor November Romeo Hotel Bravo Zulu Uniform Sierra
3158,5:00 AM,6,Auto,Inactive,46220.7,-9.44,982.13,3.63,-81.34,9.22,149.37,3.16,5.05,7.44,-10.64,-33.83,-81.68,28.7,2024-12-26T01:04:21Z,43316.57,-41.1822198,174.8294181,14,Papa Foxtrot Zulu Hotel Delta Bravo Uniform November Golf Victor X-ray Yankee Echo Mike Whiskey Alfa Sierra
3158,2:58 AM,7,Manual,Active,39654.44,6.49,836.54,2.53,-109.31,82.4,157.14,1.75,7.25,-8.78,142.75,-6.59,-150.79,89.02,2024-07-15T22:53:10Z,27255.49,34.26645,108.960747,11,Charlie Oscar Golf Lima Yankee Hotel Uniform Bravo Victor Delta Foxtrot Mike Juliett Quebec Echo Kilo Romeo November Papa
3158,4:34 AM,8,Manual,Active,33457.71,-8.1,957.31,1.01,-3.01,10.18,-110.87,-2.0,-3.64,-0.93,-163.23,-155.34,16.61,89.65,2024-10-14T00:41:28Z,21948.15,-26.5090889,17.1514061,14,X-ray Sierra Delta Quebec Golf Zulu Whiskey India Romeo Kilo Victor Hotel Foxtrot
3158,4:53 PM,9,Auto,Active,49851.61,-4.37,943.59,3.95,-60.56,77.86,-34.16,7.83,-4.98,-7.15,38.3,6.55,-21.46,65.79,2024-03-30T12:51:03Z,35997.29,45.8836384,-73.2813569,11,Juliett Mike X-ray Bravo Echo Lima Sierra Oscar Alfa Yankee Victor Quebec Romeo Kilo
3158,4:26 PM,10,Auto,Active,44724.08,-15.14,1032.02,1.71,-2.46,104.53,-43.35,-8.98,0.49,-0.79,96.29,-37.75,-12.5,36.73,2024-07-08T16:42:46Z,12496.17,-3.0029841,115.9467997,7,Golf Lima Alfa Echo Zulu Papa Bravo India Victor Delta Uniform November
